check-guess,117.12676056338029,122.58104369616802,73,71,97.26027397260275
alarm_clock,254.61904761904762,201.25104115710874,68,63,92.64705882352942
get-grade,137.44444444444446,229.49030697400897,137,135,98.54014598540147
get-middle,402.55384615384617,394.2991421009415,80,65,81.25
speeding,225.28358208955223,188.29303451689412,76,67,88.1578947368421
retention_13_F17_q13,186.25688073394497,226.67068638877385,127,109,85.8267716535433
retention_14_F16_q21,206.2429906542056,207.91892655831091,123,107,86.99186991869918
retention_F17_q14A,164.14285714285714,142.49834199922284,116,105,90.51724137931035
Images_1,0,0,0,0,0
SI206-Win20_scratch_ac,0,0,4,0,0.0
Numbers_Repeat1,0,0,0,0,0
Numbers_Repeat2,0,0,0,0,0
7_3_5_WSq,0,0,0,0,0
7_3_5_WSa,0,0,0,0,0
Numbers_Range1,0,0,0,0,0
Numbers_Range2,0,0,0,0,0
Numbers_Product2,0,0,0,0,0
Numbers_Sum,0,0,0,0,0
Range_Examples,0,0,0,0,0
Numbers_Sum_Even,0,0,0,0,0
Numbers_Sum_Print,0,0,0,0,0
ch7ex1q,0,0,0,0,0
ch7ex2q,0,0,0,0,0
ch7ex3q,0,0,0,0,0
ch7ex4q,0,0,0,0,0
ch7ex5q,0,0,0,0,0
ch7ex6q,0,0,0,0,0
ch7ex7q,0,0,0,0,0
ch7ex8q,0,0,0,0,0
ch7ex9q,0,0,0,0,0
ch7ex10q,0,0,0,0,0
while_input,0,0,0,0,0
while_counter_infinite,0,0,0,0,0
8_3_5_WSq,0,0,0,0,0
Square_Root,0,0,0,0,0
Nested_Loops_Stars,0,0,0,0,0
Nested_Loops_Pattern,0,0,0,0,0
8_5_2_WSa,0,0,0,0,0
ch8ex1q,0,0,0,0,0
ch8ex2q,0,0,0,0,0
ch8ex3q,0,0,0,0,0
ch8ex4q,0,0,0,0,0
ch8ex5q,0,0,0,0,0
ch7ex11q,0,0,0,0,0
ch7ex12q,0,0,0,0,0
ch7ex13q,0,0,0,0,0
ch7ex14q,0,0,0,0,0
ch7ex15q,0,0,0,0,0
ch7ex16q,0,0,0,0,0
ch7ex17q,0,0,0,0,0
ch7ex18q,0,0,0,0,0
ch7ex19q,0,0,0,0,0
ch7ex20q,0,0,0,0,0
8_5_2_WSq,0,0,0,0,0
8_3_5_WSa,0,0,0,0,0
ch8ex6q,0,0,0,0,0
ch8ex7q,0,0,0,0,0
ch8ex8q,0,0,0,0,0
ch8ex9q,0,0,0,0,0
ch8ex10q,0,0,0,0,0
ch8ex11q,0,0,0,0,0
ch8ex12q,0,0,0,0,0
ch8ex13q,0,0,0,0,0
ch8ex14q,0,0,0,0,0
ch8ex15q,0,0,0,0,0
ch8ex16q,0,0,0,0,0
ch8ex17q,0,0,0,0,0
ch8ex18q,0,0,0,0,0
ch8ex19q,0,0,0,0,0
ch8ex20q,0,0,0,0,0
Turtle_For,0,0,1,0,0.0
Turtle_For_Range,0,0,0,0,0
Turtle_Print_Range,0,0,0,0,0
Turtle_Triangle,0,0,0,0,0
Turtle_Pentagon,0,0,0,0,0
Turtle_Dodecagon,0,0,0,0,0
Turtle_Spirograph1,0,0,0,0,0
Turtle_Spirograph2,0,0,0,0,0
Turtle_Nested_Error1,0,0,0,0,0
Turtle_Nested_Error2,0,0,0,0,0
stampex,0,0,0,0,0
Turtle_1_Again,0,0,0,0,0
Turtle_C,0,0,0,0,0
Turtle_C2,0,0,0,0,0
Turtle_CandL,0,0,0,0,0
Turtle_Bounds,0,0,0,0,0
Turtle_Color,0,0,0,0,0
Turtle_Names1,0,0,0,0,0
Turtle_Names2,0,0,0,0,0
Two_Turtles,0,0,0,0,0
Turtle_House,0,0,0,0,0
Turtle_Names4,0,0,0,0,0
Turtle_Names5,0,0,0,0,0
loop-avg-drop-lowest-write,402.42424242424244,295.6797155242378,76,66,86.8421052631579
sorta-sum-fix,56.48275862068966,67.05803754416056,59,58,98.30508474576271
String_Assign,0,0,0,0,0
loop-sum-odd-write,181.65217391304347,184.0027034717438,72,69,95.83333333333334
sum13-write,689.0307692307692,699.88845024651,72,65,90.27777777777779
filter_words_write,185.46376811594203,194.27410742300236,70,69,98.57142857142858
remove_dups,470.01724137931035,448.78483239421814,134,116,86.56716417910447
first-two-fix,56.388888888888886,52.92159264944186,54,54,100.0
temp-to-string-fix,115.78846153846153,151.97940218260766,52,52,100.0
get-index-duplicate-fix,535.6052631578947,627.9581901848236,51,38,74.50980392156863
temp-fix,76.14285714285714,140.40699768886165,51,49,96.07843137254902
BMI,0,0,0,0,0
String_Operators,0,0,0,0,0
String_Methods,0,0,0,0,0
Turtle_1,0,0,0,0,0
Turtle_2,0,0,0,0,0
First_Function,0,0,0,0,0
def_function,0,0,0,0,0
First_Function_Call,0,0,0,0,0
Turtle_Error1,0,0,0,0,0
Turtle_Error2,0,0,0,0,0
Turtle_Letter,0,0,0,0,0
Turtle_Initials,0,0,0,0,0
10_2_3_WSq,0,0,0,0,0
Turtle_Stamp_Open,0,0,0,0,0
ch5ex1q,0,0,0,0,0
ch5ex2q,0,0,0,0,0
ch5ex3q,0,0,0,0,0
ch5ex4q,0,0,0,0,0
ch5ex5q,0,0,0,0,0
ch5ex6q,0,0,0,0,0
ch5ex7q,0,0,0,0,0
ch5ex8q,0,0,0,0,0
ch5ex9q,0,0,0,0,0
ch5ex10q,0,0,0,0,0
ch5ex11q,0,0,0,0,0
ch5ex15q,0,0,0,0,0
ch5ex12q,0,0,0,0,0
ch5ex13q,0,0,0,0,0
ch5ex14q,0,0,0,0,0
10_2_3_WSa,0,0,0,0,0
turtleRepAC1,0,0,0,0,0
ch10ex1q,0,0,0,0,0
ch10ex2q,0,0,0,0,0
ch10ex3q,0,0,0,0,0
ch10ex4q,0,0,0,0,0
ch10ex5q,0,0,0,0,0
ch10ex6q,0,0,0,0,0
ch10ex7q,0,0,0,0,0
ch10ex8q,0,0,0,0,0
ch10ex9q,0,0,0,0,0
ch10ex10q,0,0,0,0,0
ch10ex11q,0,0,0,0,0
ch10ex12q,0,0,0,0,0
ch5ex17q,0,0,0,0,0
Copy_Words,0,0,0,0,0
Copy_Reverse,0,0,0,0,0
String_Immutable,0,0,0,0,0
9_2_2_WSa,0,0,0,0,0
Expression_Mult,0,0,0,0,0
Expression_Div,0,0,0,0,0
Expression_Mod,0,0,0,0,0
Expression_Order1,0,0,0,0,0
Expression_Order2,0,0,0,0,0
String_Assign3,0,0,0,0,0
String_Input,0,0,0,0,0
String_Find,0,0,0,0,0
Rename_Internal,0,0,0,0,0
ch5ex19q,0,0,0,0,0
carClass-Write,286.5064935064935,236.88802725608477,82,77,93.90243902439023
cardClass-fix,174.552,214.17758896043074,130,125,96.15384615384616
personClass-Write,223.8490566037736,199.3897802552747,55,53,96.36363636363636
String_Methods2,0,0,0,0,0
String_Slice1,0,0,0,0,0
String_Slice2,0,0,0,0,0
String_Length,0,0,0,0,0
blanked-Write,376.4227642276423,371.4737598157381,130,123,94.61538461538461
order-fix-test,454.01785714285717,489.2036916566574,127,112,88.18897637795276
String_Reassign,0,0,0,0,0
Story1,0,0,0,0,0
ch14ex1q,0,0,0,0,0
ch10ex13q,0,0,0,0,0
ch10ex14q,0,0,0,0,0
ch10ex15q,0,0,0,0,0
ch10ex16q,0,0,0,0,0
ch3ex1,0,0,0,0,0
ch3ex2q,0,0,0,0,0
ch3ex3q,0,0,0,0,0
ch4ex1q,0,0,0,0,0
ch4ex2q,0,0,0,0,0
ch3ex4q,0,0,0,0,0
ch4ex3q,0,0,0,0,0
ch4ex4q,0,0,0,0,0
ch3ex5q,0,0,0,0,0
ch3ex6q,0,0,0,0,0
ch3ex7q,0,0,0,0,0
ch3ex8q,0,0,0,0,0
ch3ex9q,0,0,0,0,0
ch3ex10q,0,0,0,0,0
ch3ex11q,0,0,0,0,0
ch3ex12q,0,0,0,0,0
ch3ex13q,0,0,0,0,0
ch3ex14q,0,0,0,0,0
ch3ex15q,0,0,0,0,0
ch3ex16q,0,0,0,0,0
ch3ex17q,0,0,0,0,0
ch3ex18q,0,0,0,0,0
ch3ex19q,0,0,0,0,0
madlib1_split,0,0,0,0,0
ch3ex20q,0,0,0,0,0
ch4ex5q,0,0,0,0,0
ch4ex6q,0,0,0,0,0
ch4ex7q,0,0,0,0,0
ch4ex8q,0,0,0,0,0
ch4ex9q,0,0,0,0,0
ch4ex10q,0,0,0,0,0
ch4ex11q,0,0,0,0,0
ch4ex12q,0,0,0,0,0
ch4ex13q,0,0,0,0,0
ch4ex14q,0,0,0,0,0
ch4ex15q,0,0,0,0,0
ch4ex16q,0,0,0,0,0
ch4ex17q,0,0,0,0,0
ch4ex18q,0,0,0,0,0
ch6ex1q,0,0,0,0,0
ch6ex2q,0,0,0,0,0
ch6ex3q,0,0,0,0,0
ch6ex4q,0,0,0,0,0
ch6ex5q,0,0,0,0,0
ch6ex6q,0,0,0,0,0
ch6ex7q,0,0,0,0,0
ch14ex11q,0,0,0,0,0
ch14ex13q,0,0,0,0,0
ch17ex1q,0,0,0,0,0
Reverse_List,0,0,0,0,0
printData,0,0,0,0,0
18_3_2_WSq,0,0,0,0,0
printData_withLines,0,0,0,0,0
ch18ex1q,0,0,0,0,0
exp1_q2_write,172.22972972972974,178.63949672165742,86,74,86.04651162790698
exp1_q4_total_values,84.45121951219512,92.55550919553653,88,82,93.18181818181817
exp1_q1_write,276.5593220338983,557.4835785794406,77,59,76.62337662337663
exp1_q3_write,63.417910447761194,66.83928015265569,70,67,95.71428571428572
exp1_q5_write,220.76666666666668,283.6748775591383,70,60,85.71428571428571
Trip_Calculator,0,0,0,0,0
Assign_Days,0,0,0,0,0
3_7_5_WSq,0,0,0,0,0
Invoice1,0,0,0,0,0
Complete_Assignment,0,0,0,0,0
3_8_4_WSq,0,0,0,0,0
String_Assign2,0,0,0,0,0
String_Convert,0,0,0,0,0
Trip_Calculator2,0,0,0,0,0
4_2_5_WSq,0,0,0,0,0
Story2,0,0,0,0,0
ch4ex19q,0,0,0,0,0
Functions,0,0,0,0,0
Function_Change_Size,0,0,0,0,0
Function_Add_Var,0,0,0,0,0
Function_Call2,0,0,0,0,0
